,Id,name,Function,Best-hit-arabi-name,arabi-symbol,arabi-defline,GO term
25473,GRMZM2G159937,bhlh57,(M=4) KOG4029 - Transcription factor HAND2/Transcription factor TAL1/TAL2/LYL1,AT1G01260.1,,basic helix-loop-helix (bHLH) DNA-binding superfamily protein,GO:0046983
25474,GRMZM2G113421,,(M=32) PTHR24420//PTHR24420:SF441 - LEUCINE-RICH REPEAT RECEPTOR-LIKE PROTEIN KINASE // SUBFAMILY NOT NAMED,AT1G66920.2,,Protein kinase superfamily protein,"GO:0006468,GO:0016772,GO:0030247,GO:0000166,GO:0004674,GO:0005524"
25475,GRMZM2G115357,iaa32,,AT1G04240.1,"IAA3,SHY2",AUX/IAA transcriptional regulator family protein,"GO:0009733,GO:0009536,GO:0009734,GO:0005634,GO:0006355,GO:0006417,GO:0046983"
25476,GRMZM2G062683,,,AT1G79640.1,,Protein kinase superfamily protein,"GO:0006468,GO:0000166,GO:0004672,GO:0005524"
25477,GRMZM2G060465,ereb155,(M=224) PF00847 - AP2 domain,AT2G33710.2,,Integrase-type DNA-binding superfamily protein,"GO:0003700,GO:0006355,GO:0005634"
25478,GRMZM2G039246,,(M=5) K14490 - histidine-containing phosphotransfer peotein,AT3G16360.2,AHP4,HPT phosphotransmitter 4,"GO:0005737,GO:0080036,GO:0000160,GO:0005634,GO:0009927"
25479,GRMZM2G077333,psbs1,,AT1G44575.1,"NPQ4,PSBS",Chlorophyll A-B binding family protein,"GO:0009535,GO:0009579,GO:0016020,GO:0010196,GO:0080167,GO:0010027,GO:0009507"
25480,GRMZM5G873964,,,AT4G22190.1,,,
25481,GRMZM2G029356,,,,,,
25482,GRMZM2G016668,,,AT2G28840.1,XBAT31,XB3 ortholog 1 in Arabidopsis thaliana,"GO:0046872,GO:0008270,GO:0005515"
25483,GRMZM2G343317,,,,,,
25484,GRMZM5G801190,,(M=15) PF03087 - Arabidopsis protein of unknown function,AT1G76240.1,,Arabidopsis protein of unknown function (DUF241),
25485,GRMZM2G020016,ereb42,(M=224) PF00847 - AP2 domain,AT1G28360.1,"ATERF12,ERF12",ERF domain protein 12,"GO:0003700,GO:0006355,GO:0005634"
25486,GRMZM5G882852,,(M=11) K05350 - beta-glucosidase,AT1G61820.1,BGLU46,beta glucosidase 46,"GO:0005975,GO:0004553"
25487,GRMZM2G082586,bhlh105,(M=17) PTHR11534 - MYOGENIC FACTOR,AT1G72210.1,,basic helix-loop-helix (bHLH) DNA-binding superfamily protein,GO:0046983
25488,GRMZM2G042278,nlp15,(M=9) PF00564//PF02042 - PB1 domain // RWP-RK domain,AT1G64530.1,,Plant regulator RWP-RK family protein,GO:0005515
25489,GRMZM6G732597,,(M=17) PTHR13018:SF5 - RSN1(YEAST)-RELATED PROBABLE MEMBRANE PROTEIN,AT1G30360.1,ERD4,Early-responsive to dehydration stress protein (ERD4),
25490,GRMZM2G149024,,(M=50) PTHR13778 - GLYCOSYLTRANSFERASE 8 DOMAIN-CONTAINING PROTEIN,AT3G50760.1,GATL2,galacturonosyltransferase-like 2,"GO:0005783,GO:0032504,GO:0048366,GO:0016757,GO:0010417,GO:0052386,GO:0010051"
25491,GRMZM2G309327,,(M=4) PTHR10891:SF43 - CALCIUM-BINDING PROTEIN,AT4G20780.1,CML42,calmodulin like 42,GO:0005509
25492,GRMZM5G898371,,,,,,
25493,GRMZM2G325513,,,AT2G35700.1,"ATERF38,ERF38",ERF family protein 38,"GO:0003700,GO:0006355,GO:0005634"
25494,AC187262.4_FG007,,,,,,
25495,GRMZM2G128078,,,AT4G17790.1,,SNARE associated Golgi protein family,
25496,GRMZM2G170044,,(M=64) PF00234 - Protease inhibitor/seed storage/LTP family,AT2G44300.1,,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein,"GO:0008289,GO:0006869"
25497,GRMZM2G178209,,(M=181) PTHR11926:SF15 - UDP-GLUCOSYLTRANSFERASE,AT3G53150.1,UGT73D1,UDP-glucosyl transferase 73D1,"GO:0016758,GO:0008152"
25498,GRMZM2G118172,,(M=61) PF05678 - VQ motif,AT4G37710.1,,VQ motif-containing protein,
25499,GRMZM2G056912,,(M=7) PTHR11632:SF5 - SUCCINATE DEHYDROGENASE 2 FLAVOPROTEIN SUBUNIT,AT5G66760.1,SDH1-1,succinate dehydrogenase 1-1,"GO:0050660,GO:0005618,GO:0016627,GO:0050897,GO:0022900,GO:0005524"
25500,GRMZM2G062946,,(M=100) KOG0157 - Cytochrome P450 CYP4/CYP19/CYP26 subfamilies,AT4G39490.1,CYP96A10,"cytochrome P450, family 96, subfamily A, polypeptide 10","GO:0004497,GO:0046872,GO:0020037,GO:0016705,GO:0009055,GO:0055114"
25501,GRMZM2G133819,,,AT2G20980.1,MCM10,minichromosome maintenance 10,"GO:0005634,GO:0006260"
25502,GRMZM2G179349,sweet13c,(M=23) PTHR10791 - RAG1-ACTIVATING PROTEIN 1,AT3G48740.1,,Nodulin MtN3 family protein,GO:0016021
25503,GRMZM2G085086,,(M=2) PTHR22814//PTHR22814:SF26 - COPPER TRANSPORT PROTEIN ATOX1-RELATED // SUBFAMILY NOT NAMED,AT5G66110.1,,Heavy metal transport/detoxification superfamily protein ,"GO:0046872,GO:0030001,GO:0005886"
25504,GRMZM2G014409,,,AT1G58070.1,,,
25505,GRMZM2G022659,,(M=9) 3.4.16.5 - Carboxypeptidase C.,AT3G17180.1,scpl33,serine carboxypeptidase-like 33,"GO:0006508,GO:0004185"
25506,GRMZM2G138370,,(M=61) PF05678 - VQ motif,,,,
25507,GRMZM2G439350,,(M=9) PTHR24361//PTHR24361:SF58 - MITOGEN-ACTIVATED KINASE KINASE KINASE ,AT4G26890.1,MAPKKK16,mitogen-activated protein kinase kinase kinase 16,"GO:0006468,GO:0000166,GO:0004674,GO:0005524"
25508,GRMZM2G086897,,,AT3G62650.2,,,
25509,GRMZM2G073540,,(M=12) 1.14.19.2 - Acyl-[acyl-carrier-protein] desaturase.,AT3G02620.1,,Plant stearoyl-acyl-carrier-protein desaturase family protein,"GO:0006631,GO:0046914,GO:0016020,GO:0055114,GO:0045300,GO:0016491"
25510,GRMZM2G036288,zim14,(M=29) PF06200//PF09425 - tify domain // Divergent CCT motif,AT5G20900.1,"JAZ12,TIFY3B",jasmonate-zim-domain protein 12,GO:0005515
25511,GRMZM2G135132,,(M=4) K00856 - adenosine kinase,AT5G03300.1,ADK2,adenosine kinase 2,"GO:0080094,GO:0016773,GO:0005829,GO:0004001,GO:0048046,GO:0006167,GO:0006166,GO:0005886,GO:0046686,GO:0005507,GO:0009506,GO:0009507"
25512,AC216871.3_FG004,,(M=38) PTHR20961 - GLYCOSYLTRANSFERASE,AT3G18180.1,,Glycosyltransferase family 61 protein,GO:0016757
25513,GRMZM2G420883,,,,,,
25514,GRMZM2G083797,,(M=35) KOG0472 - Leucine-rich repeat protein,AT2G34930.1,,disease resistance family protein / LRR family protein,GO:0005515
25515,GRMZM2G470863,,(M=108) PF00023 - Ankyrin repeat,,,,GO:0005515
25516,GRMZM2G113039,,,AT3G27330.1,,zinc finger (C3HC4-type RING finger) family protein,"GO:0046872,GO:0016874,GO:0008270,GO:0005515"
25517,GRMZM2G176647,,,AT4G35560.1,,Transducin/WD40 repeat-like superfamily protein,GO:0005515
25518,GRMZM2G019246,,(M=8) PTHR19308 - PHOSPHATIDYLCHOLINE TRANSFER PROTEIN,AT1G64720.1,CP5,Polyketide cyclase/dehydrase and lipid transport superfamily protein,
25519,GRMZM2G118345,,(M=13) 4.3.1.24 - Phenylalanine ammonia-lyase.,AT2G37040.1,"ATPAL1,PAL1",PHE ammonia lyase 1,"GO:0005737,GO:0006559,GO:0016829,GO:0009800,GO:0009058,GO:0045548,GO:0009698"
25520,GRMZM2G045171,,(M=11) 2.4.1.13 - Sucrose synthase.,AT1G73370.1,"ATSUS6,SUS6",sucrose synthase 6,"GO:0016157,GO:0005985,GO:0009058,GO:0080165,GO:0016757"
25521,GRMZM2G046615,tps2,"(M=32) PF01397//PF03936 - Terpene synthase, N-terminal domain // Terpene synthase family, metal binding domain",AT1G61680.1,"ATTPS14,TPS14",terpene synthase 14,"GO:0010333,GO:0000287,GO:0016829,GO:0008152"
25522,GRMZM2G119998,,(M=16) PTHR10366:SF35 - DTDP-GLUCOSE 4-6-DEHYDRATASE,AT1G27210.1,,ARM repeat superfamily protein,GO:0000166
25523,GRMZM5G855776,,(M=7) 3.2.1.24 - Alpha-mannosidase.,AT3G26720.1,,Glycosyl hydrolase family 38 protein,"GO:0015923,GO:0003824,GO:0006013,GO:0005975,GO:0030246"
25524,GRMZM2G007157,,,AT4G19860.1,,alpha/beta-Hydrolases superfamily protein,"GO:0008374,GO:0009395,GO:0004620,GO:0005829,GO:0006629"
25525,GRMZM5G816779,,,,,,
25526,GRMZM2G164502,,(M=3) PTHR24420//PTHR24420:SF549 - LEUCINE-RICH REPEAT RECEPTOR-LIKE PROTEIN KINASE ,AT2G37050.3,,Leucine-rich repeat protein kinase family protein,"GO:0006468,GO:0016772,GO:0004674,GO:0005515,GO:0005524"
25527,GRMZM2G019907,bzip56,(M=4) PTHR22952:SF52 - OS01G0279900 PROTEIN,AT5G06950.4,"AHBP-1B,TGA2",bZIP transcription factor family protein,"GO:0003700,GO:0006355,GO:0043565"
25528,GRMZM2G016890,glu1,,AT2G44450.1,BGLU15,beta glucosidase 15,"GO:0005975,GO:0009736,GO:0008422,GO:0008152,GO:0004553,GO:0009507"
25529,GRMZM2G335814,gras16,(M=99) PF03514 - GRAS domain family,AT2G37650.1,,GRAS family transcription factor,
25530,AC207888.3_FG009,lbd15,(M=44) PF03195 - Protein of unknown function DUF260,AT5G63090.3,LOB,Lateral organ boundaries (LOB) domain family protein,
25531,GRMZM2G115070,mybr95,(M=2) PTHR12802:SF3 - SWI/SNF COMPLEX BAF SUBUNIT,AT3G09600.1,,Homeodomain-like superfamily protein,"GO:0003682,GO:0003677"
25532,GRMZM2G179490,,(M=3) PTHR11588//PTHR11588:SF31 - TUBULIN // SUBFAMILY NOT NAMED,AT5G19780.1,TUA5,tubulin alpha-5,"GO:0043234,GO:0051258,GO:0005525,GO:0000166"
25533,GRMZM2G070442,,,AT3G46110.1,,Domain of unknown function (DUF966),
25534,GRMZM2G022616,,,,,,
25535,GRMZM2G105987,,(M=85) PF03168 - Late embryogenesis abundant protein,AT5G36970.1,NHL25,NDR1/HIN1-like 25,
25536,GRMZM2G028393,sci1,(M=46) PF00280 - Potato inhibitor I family,AT2G38870.1,,"Serine protease inhibitor, potato inhibitor I-type family protein","GO:0006508,GO:0008233,GO:0009611,GO:0004867"
25537,GRMZM2G087901,umc2347,(M=7) PTHR19432 - SUGAR TRANSPORTER,AT2G02860.1,"ATSUC3,ATSUT2,SUC3,SUT2",sucrose transporter 2,"GO:0008515,GO:0015770,GO:0005887"
25538,GRMZM2G022224,,,AT3G48530.1,KING1,SNF1-related protein kinase regulatory subunit gamma 1,
25539,GRMZM2G165655,,,AT1G09340.1,"CRB,CSP41B",chloroplast RNA binding,"GO:0010297,GO:0048046,GO:0042742,GO:0050662,GO:0005773,GO:0009570,GO:0010319,GO:0016020,GO:0005777,GO:0009611,GO:0000166,GO:0032544,GO:0045727,GO:0007623,GO:0009941,GO:0003824,GO:0045893,GO:0009409,GO:0042631,GO:0009506,GO:0009658,GO:0005840,GO:0005996,GO:0044237"
25540,GRMZM2G001653,,(M=1) K14332 - photosystem I subunit PsaO,AT1G08380.1,PSAO,photosystem I subunit O,"GO:0009579,GO:0009768,GO:0009522,GO:0009507"
25541,GRMZM2G043878,wusl1032,(M=8) PTHR11795:SF83 - RECEPTOR-LIKE PROTEIN KINASE-RELATED,AT5G48540.1,,receptor-like protein kinase-related family protein,"GO:0016310,GO:0016301,GO:0080167"
25542,GRMZM2G360519,,(M=74) PTHR22950 - AMINO ACID TRANSPORTER,AT1G47670.1,,Transmembrane amino acid transporter family protein,"GO:0016021,GO:0016020"
25543,GRMZM2G434839,,(M=8) PF00684//PF01556 - DnaJ central domain // DnaJ C terminal domain,AT3G44110.1,"ATJ,ATJ3",DNAJ homologue 3,"GO:0031072,GO:0006457,GO:0051082"
25544,GRMZM2G035213,vte4,,AT1G64970.1,"G-TMT,TMT1,VTE4",gamma-tocopherol methyltransferase,"GO:0016740,GO:0008152,GO:0008168,GO:0032259,GO:0050342,GO:0010189"
25545,GRMZM2G116629,,(M=6) PTHR12203 - KDEL (LYS-ASP-GLU-LEU) CONTAINING - RELATED,AT3G48980.1,,Arabidopsis thaliana protein of unknown function (DUF821),
25546,GRMZM2G375159,,(M=110) PF02458 - Transferase family,AT3G62160.1,,HXXXD-type acyl-transferase family protein,GO:0016747
25547,GRMZM2G324157,,(M=32) K08818 - cell division cycle 2-like [EC:2.7.11.22],AT1G67580.2,,Protein kinase superfamily protein,"GO:0004674,GO:0006468,GO:0016772,GO:0005524"
25548,GRMZM2G330302,umi8,(M=6) 6.3.4.2 - CTP synthase (glutamine hydrolyzing).,AT1G30820.1,,CTP synthase family protein,"GO:0046686,GO:0006221,GO:0005829,GO:0003883"
25549,GRMZM2G097900,,(M=8) PTHR10891:SF39 - CALMODULIN-RELATED,AT5G37770.1,"CML24,TCH2",EF hand calcium-binding protein family,GO:0005509
25550,GRMZM2G168431,,(M=87) PTHR13683:SF98 - CHLOROPLAST NUCLEIOD DNA-BINDING-RELATED,AT5G10770.1,,Eukaryotic aspartyl protease family protein,"GO:0006508,GO:0004190"
25551,GRMZM2G311898,,(M=7) PTHR10168:SF47 - GLUTAREDOXIN,AT1G28480.1,"GRX480,roxy19",Thioredoxin superfamily protein,"GO:0009751,GO:0009863,GO:0009867,GO:0045454,GO:0015035,GO:0009055"
25552,GRMZM2G406014,,(M=62) PTHR23024:SF10 - CARBOXYLESTERASE-RELATED,AT5G06570.2,,alpha/beta-Hydrolases superfamily protein,"GO:0016787,GO:0008152"
25553,GRMZM5G822100,,(M=136) KOG0156 - Cytochrome P450 CYP2 subfamily,AT5G07990.1,"CYP75B1,D501,TT7",Cytochrome P450 superfamily protein,"GO:0004497,GO:0046872,GO:0020037,GO:0016705,GO:0009055,GO:0055114"
25554,GRMZM2G473411,,(M=3) PTHR24420//PTHR24420:SF813 - LEUCINE-RICH REPEAT RECEPTOR-LIKE PROTEIN KINASE ,AT4G00330.1,CRCK2,calmodulin-binding receptor-like cytoplasmic kinase 2,"GO:0006468,GO:0009555,GO:0016772,GO:0004674,GO:0005524"
25555,GRMZM2G460617,,,,,,
25556,GRMZM2G177227,,,AT5G50380.1,"ATEXO70F1,EXO70F1",exocyst subunit exo70 family protein F1,"GO:0006887,GO:0000145"
25557,GRMZM2G132591,,(M=48) PTHR24420//PTHR24420:SF444 - LEUCINE-RICH REPEAT RECEPTOR-LIKE PROTEIN KINASE // SUBFAMILY NOT NAMED,AT1G21270.1,WAK2,wall-associated kinase 2,"GO:0006468,GO:0016772,GO:0030247,GO:0004674,GO:0005509,GO:0005515,GO:0005524"
25558,GRMZM2G050307,,(M=17) PF03492 - SAM dependent carboxyl methyltransferase,AT3G11480.1,"ATBSMT1,BSMT1",S-adenosyl-L-methionine-dependent methyltransferases superfamily protein,"GO:0008168,GO:0016740,GO:0032259"
25559,GRMZM2G309847,,,AT2G41905.1,,,
25560,GRMZM2G423917,,(M=100) PF00168 - C2 domain,AT3G16510.1,,Calcium-dependent lipid-binding (CaLB domain) family protein,GO:0005515
25561,AC208201.3_FG002,,(M=11) PTHR13832//PTHR13832:SF186 - PROTEIN PHOSPHATASE 2C // SUBFAMILY NOT NAMED,AT2G30020.1,,Protein phosphatase 2C family protein,"GO:0016787,GO:0009536,GO:0006470,GO:0005634,GO:0009738,GO:0004722,GO:0009611,GO:0050832,GO:0010440,GO:0046872"
25562,GRMZM2G090594,wrky67,(M=12) PF10533 - Plant zinc cluster domain,AT4G31550.1,"ATWRKY11,WRKY11",WRKY DNA-binding protein 11,"GO:0003700,GO:0006355,GO:0043565"
25563,GRMZM2G375487,,,AT2G19900.1,"ATNADP-ME1,NADP-ME1",NADP-malic enzyme 1,
25564,GRMZM2G148167,,,AT5G34940.2,"AtGUS3,GUS3",glucuronidase 3,"GO:0003824,GO:0016020,GO:0005975,GO:0009505,GO:0016798"
25565,GRMZM2G040095,lox6,,,,,"GO:0031408,GO:0046872,GO:0009737,GO:0009753,GO:0009816,GO:0016165,GO:0048364,GO:0005515,GO:0005506,GO:0016491,GO:0055114,GO:0009507"
25566,GRMZM2G123446,,(M=136) KOG0156 - Cytochrome P450 CYP2 subfamily,AT1G13110.1,CYP71B7,"cytochrome P450, family 71 subfamily B, polypeptide 7","GO:0004497,GO:0046872,GO:0020037,GO:0016705,GO:0009055,GO:0055114"
25567,GRMZM2G097704,,(M=7) 3.1.1.32 - Phospholipase A(1).,AT4G16820.1,PLA-I{beta]2,alpha/beta-Hydrolases superfamily protein,"GO:0016787,GO:0004806,GO:0006629"
25568,GRMZM2G506062,,,,,,
25569,GRMZM2G443332,,,AT4G21060.1,,Galactosyltransferase family protein,
25570,GRMZM2G109130,lox3,,AT1G55020.1,"ATLOX1,LOX1",lipoxygenase 1,"GO:0034440,GO:0031408,GO:0046872,GO:0009737,GO:0009753,GO:0009816,GO:1990136,GO:0010311,GO:0016165,GO:0048364,GO:0005515,GO:0005506,GO:0016491,GO:0055114,GO:0009507"
25571,GRMZM2G318843,,,AT3G13600.1,,calmodulin-binding family protein,GO:0005515
25572,GRMZM2G456960,mybr107,(M=348) PF00249 - Myb-like DNA-binding domain,AT1G49010.1,,Duplicated homeodomain-like superfamily protein,"GO:0009733,GO:0009751,GO:0009753,GO:0009739,GO:0003677,GO:0046686,GO:0009651,GO:0003682"
25573,GRMZM5G833253,myb19,"(M=110) KOG0048 - Transcription factor, Myb superfamily",AT1G79180.1,"ATMYB63,MYB63",myb domain protein 63,"GO:0006355,GO:0005634,GO:0003682,GO:0003677"
25574,GRMZM2G056109,,(M=15) PTHR24420//PTHR24420:SF438 - LEUCINE-RICH REPEAT RECEPTOR-LIKE PROTEIN KINASE // SUBFAMILY NOT NAMED,AT5G10530.1,,Concanavalin A-like lectin protein kinase family protein,"GO:0006468,GO:0030246,GO:0000166,GO:0004674,GO:0005524"
25575,GRMZM2G031329,,(M=4) PTHR10891:SF43 - CALCIUM-BINDING PROTEIN,AT4G20780.1,CML42,calmodulin like 42,GO:0005509
25576,GRMZM2G174984,psb3,(M=1) K03541 - photosystem II 10kDa protein,AT1G79040.1,PSBR,photosystem II subunit R,"GO:0009534,GO:0009654,GO:0010270,GO:0042651,GO:0015979"
25577,GRMZM2G425249,,(M=4) 2.7.1.32 - Choline kinase.,AT1G74320.1,,Protein kinase superfamily protein,"GO:0016773,GO:0016310,GO:0016301,GO:0046474"
25578,GRMZM2G343157,zim26,(M=29) PF06200//PF09425 - tify domain // Divergent CCT motif,AT3G43440.1,"JAZ11,TIFY3A",jasmonate-zim-domain protein 11,GO:0005515
25579,GRMZM2G176289,bhlh11,,AT4G34530.1,CIB1,cryptochrome-interacting basic-helix-loop-helix 1,"GO:0046983,GO:0003677"
25580,GRMZM2G090419,,(M=12) PTHR12629 - DIPHOSPHOINOSITOL POLYPHOSPHATE PHOSPHOHYDROLASE,AT1G14860.1,"atnudt18,NUDT18",nudix hydrolase homolog 18,GO:0016787
25581,GRMZM2G169020,,,AT1G16670.1,,Protein kinase superfamily protein,"GO:0006468,GO:0016772,GO:0000166,GO:0004674,GO:0005524"
25582,GRMZM2G382534,hyd5,(M=29) PF04116 - Fatty acid hydroxylase superfamily,AT4G25700.1,"B1,BCH1,BETA-OHASE 1,chy1",beta-hydroxylase 1,"GO:0006633,GO:0016123,GO:0016021,GO:0016020,GO:0016119,GO:0005506,GO:0055114,GO:0016491"
25583,GRMZM2G413113,,(M=45) PF03000 - NPH3 family,AT1G52770.1,,Phototropic-responsive NPH3 family protein,
25584,GRMZM2G093276,,"(M=13) PTHR11040:SF1 - ZINC/IRON TRANSPORTER, PLANT AND YEAST",AT1G05300.1,ZIP5,zinc transporter 5 precursor,"GO:0016023,GO:0016021,GO:0016020,GO:0030001,GO:0071577,GO:0005385,GO:0046873,GO:0055085"
25585,GRMZM2G337113,gpa1,,AT1G12900.1,GAPA-2,glyceraldehyde 3-phosphate dehydrogenase A subunit 2,"GO:0050661,GO:0051287,GO:0016620,GO:0019253,GO:0047100,GO:0006006,GO:0009507,GO:0055114,GO:0016491"
25586,GRMZM2G154789,,,,,,
25587,GRMZM2G063342,,(M=10) PTHR22814:SF13 - COPPER CHAPERONE-RELATED,AT2G36950.1,,Heavy metal transport/detoxification superfamily protein ,"GO:0046872,GO:0030001"
25588,GRMZM2G043035,,,AT2G34700.1,,Pollen Ole e 1 allergen and extensin family protein,
25589,GRMZM2G144420,,"(M=4) PF00122//PF00689//PF00690//PF00702 - E1-E2 ATPase // Cation transporting ATPase, C-terminus // Cation transporter/ATPase, N-terminus // haloacid dehalogenase-like hydrolase",AT3G22910.1,,ATPase E1-E2 type family protein / haloacid dehalogenase-like hydrolase family protein,"GO:0046872,GO:0006812,GO:0016021,GO:0016020,GO:0070588,GO:0005388,GO:0000166,GO:0005524"
25590,GRMZM2G089995,ereb209,(M=224) PF00847 - AP2 domain,AT3G20310.1,"ATERF-7,ATERF7,ERF7",ethylene response factor 7,"GO:0003700,GO:0006355,GO:0005634"
25591,GRMZM2G160069,,"(M=9) K08150 - MFS transporter, SP family, solute carrier family 2 (myo-inositol transporter), member 13",AT4G16480.1,"ATINT4,INT4",inositol transporter 4,"GO:0022891,GO:0016021,GO:0005886,GO:0055085,GO:0005366"
25592,GRMZM2G064091,,(M=60) PTHR11654:SF37 - OLIGOPEPTIDE TRANSPORTER-RELATED,AT2G26690.1,,Major facilitator superfamily protein,"GO:0006857,GO:0005215,GO:0016020,GO:0006810"
25593,GRMZM2G138258,,(M=10) PF11891 - Domain of unknown function (DUF3411),AT5G12470.1,,Protein of unknown function (DUF3411),"GO:0009941,GO:0009706,GO:0005739,GO:0009507"
25594,GRMZM2G451224,psah1,(M=1) K02695 - photosystem I subunit VI,AT1G52230.1,"PSAH-2,PSAH2,PSI-H",photosystem I subunit H2,"GO:0009535,GO:0009579,GO:0016021,GO:0010287,GO:0016020,GO:0009538,GO:0015979,GO:0009507"
25595,GRMZM2G168375,,(M=5) KOG3109 - Haloacid dehalogenase-like hydrolase,AT5G59480.1,,Haloacid dehalogenase-like hydrolase (HAD) superfamily protein,GO:0016787
25596,GRMZM2G355233,,(M=12) PF00069//PF07645 - Protein kinase domain // Calcium-binding EGF domain,AT1G21270.1,WAK2,wall-associated kinase 2,"GO:0006468,GO:0016772,GO:0030247,GO:0004674,GO:0005509,GO:0005515,GO:0005524"
25597,GRMZM2G301172,,(M=1) 2.4.2.10 - Orotate phosphoribosyltransferase.,AT3G54470.1,,uridine 5\'-monophosphate synthase / UMP synthase (PYRE-F) (UMPS),"GO:0046686,GO:0006207,GO:0005829,GO:0009220,GO:0003824,GO:0016036,GO:0008152,GO:0004590"
25598,GRMZM2G109217,,,AT1G77270.1,,,
25599,GRMZM5G847982,,,AT5G56980.1,,,
25600,GRMZM2G381404,,(M=14) PF11331 - Protein of unknown function (DUF3133),AT5G05190.1,,Protein of unknown function (DUF3133),
25601,GRMZM2G170017,,(M=27) KOG1208 - Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases),AT1G01800.1,,NAD(P)-binding Rossmann-fold superfamily protein,"GO:0016491,GO:0055114,GO:0000166"
25602,GRMZM2G377161,,(M=14) PF05627 - Cleavage site for pathogenic type III effector avirulence factor Avr,AT5G63270.1,,RPM1-interacting protein 4 (RIN4) family protein,
25603,GRMZM2G098875,,,AT5G17330.1,"GAD,GAD1",glutamate decarboxylase,"GO:0005634,GO:0016829,GO:0019752,GO:0004351,GO:0006536,GO:0005516,GO:0046686,GO:0005829,GO:0030170"
25604,GRMZM2G079127,,(M=3) PTHR11206:SF9 - MULTI ANTIMICROBIAL EXTRUSION (MATE) FAMILY TRANSPORTER-RELATED,AT1G33110.1,,MATE efflux family protein,"GO:0006855,GO:0016020,GO:0015297,GO:0015238"
25605,GRMZM2G134878,,,AT5G35090.1,,,
25606,GRMZM2G395508,,(M=181) PTHR11926:SF15 - UDP-GLUCOSYLTRANSFERASE,AT3G16520.3,UGT88A1,UDP-glucosyl transferase 88A1,"GO:0016758,GO:0008152"
25607,GRMZM2G131969,,,AT1G73390.2,,Endosomal targeting BRO1-like domain-containing protein,
25608,GRMZM2G344837,,,,,,
25609,GRMZM2G017229,,,,,,
25610,GRMZM5G876022,,,AT5G64700.1,,nodulin MtN21 /EamA-like transporter family protein,
25611,GRMZM2G362131,,(M=2) PF10263 - SprT-like family,,,,
25612,GRMZM2G148772,,(M=10) KOG1601 - GATA-4/5/6 transcription factors,AT5G57660.1,"ATCOL5,COL5",CONSTANS-like 5,"GO:0008270,GO:0005515,GO:0005622"
25613,GRMZM2G176182,,(M=21) PF07816 - Protein of unknown function (DUF1645),AT5G62770.1,,Protein of unknown function (DUF1645),
25614,GRMZM2G413897,,(M=5) K13993 - HSP20 family protein,AT1G07400.1,,HSP20-like chaperones superfamily protein,GO:0006950
25615,GRMZM5G851103,,,AT3G49645.1,,,
25616,GRMZM2G080107,psan1,(M=3) PF05479 - Photosystem I reaction centre subunit N (PSAN or PSI-N),AT5G64040.1,PSAN,"photosystem I reaction center subunit PSI-N, chloroplast, putative / PSI-N, putative (PSAN)","GO:0042651,GO:0009522,GO:0005516,GO:0015979"
25617,GRMZM2G145563,,,,,,
25618,GRMZM2G464676,,,,,,
25619,GRMZM2G362693,,(M=23) PTHR10168:SF44 - GLUTAREDOXIN DOMAIN-CONTAINING CYSTEINE-RICH PROTEIN 1,AT5G01420.1,,Glutaredoxin family protein,"GO:0045454,GO:0015035,GO:0009055"
25620,GRMZM2G046284,pzb01301,,AT4G38970.1,FBA2,fructose-bisphosphate aldolase 2,"GO:0009579,GO:0009941,GO:0048046,GO:0009737,GO:0009570,GO:0010287,GO:0016020,GO:0031977,GO:0016829,GO:0004332,GO:0046686,GO:0022626,GO:0006096,GO:0009507"
25621,GRMZM2G130728,,(M=110) PF02458 - Transferase family,AT3G62160.1,,HXXXD-type acyl-transferase family protein,"GO:0016740,GO:0016747"
25622,GRMZM2G340578,,"(M=3) K13754 - SLC24A6, NCKX6; solute carrier family 24 (sodium/potassium/calcium exchanger), member 6",AT5G17860.1,CAX7,calcium exchanger 7,"GO:0016021,GO:0055085"
25623,GRMZM2G094768,,(M=24) PF04782//PF04783 - Protein of unknown function (DUF632) // Protein of unknown function (DUF630),AT3G60320.1,,Protein of unknown function (DUF630 and DUF632),
25624,GRMZM2G014392,vp14,(M=10) K09840 - 9-cis-epoxycarotenoid dioxygenase,AT1G78390.1,"ATNCED9,NCED9",nine-cis-epoxycarotenoid dioxygenase 9,"GO:0009535,GO:0009570,GO:0016702,GO:0046872,GO:0006950,GO:0009688,GO:0045549,GO:0010114,GO:0009507,GO:0055114,GO:0016491"
25625,GRMZM2G383699,aasr9,(M=10) PF02496 - ABA/WDS induced protein,,,,GO:0006950
25626,GRMZM2G158328,wrky40,(M=128) PF03106 - WRKY DNA -binding domain,AT1G66600.1,"ABO3,ATWRKY63,WRKY63",ABA overly sensitive mutant 3,"GO:0003700,GO:0006355,GO:0043565"
25627,GRMZM2G175258,,(M=21) PTHR24420//PTHR24420:SF432 - LEUCINE-RICH REPEAT RECEPTOR-LIKE PROTEIN KINASE // SUBFAMILY NOT NAMED,AT4G21390.1,B120,S-locus lectin protein kinase family protein,"GO:0006468,GO:0016772,GO:0004674,GO:0005524,GO:0048544"
